timestamp,pci,cell_type,nof_ue,dl_brate,ul_brate,dl_nof_ok,dl_nof_nok,ul_nof_ok,ul_nof_nok,dl_mcs,ul_mcs,dl_prb,ul_prb,pusch_snr_db,pucch_snr_db,anomaly_label
2026-08-01T03:18:29,PCI_1,TDD,16,55292651.0,22326722.0,944,15,796,17,14.0,13.0,35,28,18.15,19.74,Normal
2026-08-01T03:18:29,PCI_2,TDD,23,54525455.0,22532849.0,901,20,993,17,14.0,13.0,35,28,17.95,19.76,Normal
2026-08-01T03:18:29,PCI_3,TDD,2,56019892.0,22699947.0,970,18,834,16,14.0,13.0,35,28,18.02,20.31,Normal
2026-08-01T03:18:29,PCI_4,TDD,17,55173839.0,22375357.0,1150,17,781,11,14.0,13.0,35,28,18.32,19.7,Normal
2026-08-01T03:19:29,PCI_1,TDD,11,53974267.0,21914698.0,990,16,732,17,14.0,13.0,35,28,17.56,20.0,Normal
2026-08-01T03:19:29,PCI_2,TDD,10,54685319.0,22002026.0,1143,15,714,15,14.0,13.0,35,28,17.57,20.01,Normal
2026-08-01T03:19:29,PCI_3,TDD,22,54906321.0,22095489.0,1120,22,715,11,14.0,13.0,35,28,17.51,19.53,Normal
2026-08-01T03:19:29,PCI_4,TDD,6,55892780.0,22650538.0,920,20,859,12,14.0,13.0,35,28,18.15,19.99,Normal
2026-08-01T03:20:29,PCI_1,TDD,23,54532830.0,22133743.0,948,16,789,11,14.0,13.0,35,28,18.07,20.0,Normal
2026-08-01T03:20:29,PCI_2,TDD,7,55297847.0,22154219.0,929,22,849,10,14.0,13.0,35,28,17.84,19.69,Normal
2026-08-01T03:20:29,PCI_3,TDD,13,54779974.0,21792130.0,1063,18,821,13,14.0,13.0,35,28,18.68,19.77,Normal
2026-08-01T03:20:29,PCI_4,TDD,14,55117236.0,22898875.0,1111,17,863,11,14.0,13.0,35,28,18.28,20.19,Normal
2026-08-01T03:21:29,PCI_1,TDD,10,55958393.0,21922069.0,921,21,883,10,14.0,13.0,35,28,17.87,20.03,Normal
2026-08-01T03:21:29,PCI_2,TDD,11,52975881.0,22596529.0,1117,18,898,14,14.0,13.0,35,28,18.7,20.4,Normal
2026-08-01T03:21:29,PCI_3,TDD,15,55277464.0,21506512.0,954,23,784,13,14.0,13.0,35,28,18.22,19.84,Normal
2026-08-01T03:21:29,PCI_4,TDD,15,55292778.0,21650859.0,1188,23,757,15,14.0,13.0,35,28,17.58,19.81,Normal
2026-08-01T03:22:29,PCI_1,TDD,5,53478593.0,22525406.0,1116,18,777,11,14.0,13.0,35,28,18.61,20.18,Normal
2026-08-01T03:22:29,PCI_2,TDD,15,55534827.0,22192014.0,962,21,729,12,14.0,13.0,35,28,18.22,20.77,Normal
2026-08-01T03:22:29,PCI_3,TDD,5,56561931.0,21327392.0,913,17,867,10,14.0,13.0,35,28,17.66,19.89,Normal
2026-08-01T03:22:29,PCI_4,TDD,3,56739934.0,22760224.0,959,19,879,10,14.0,13.0,35,28,18.23,19.88,Normal
2026-08-01T03:23:29,PCI_1,TDD,5,53933428.0,22174390.0,906,22,951,11,14.0,13.0,35,28,18.21,20.06,Normal
2026-08-01T03:23:29,PCI_2,TDD,2,55124482.0,21582237.0,1179,18,941,13,14.0,13.0,35,28,18.17,19.74,Normal
2026-08-01T03:23:29,PCI_3,TDD,11,55970835.0,21927458.0,1076,21,767,13,14.0,13.0,35,28,17.56,20.53,Normal
2026-08-01T03:23:29,PCI_4,TDD,20,55673912.0,22914875.0,1103,15,937,17,14.0,13.0,35,28,18.1,20.42,Normal
2026-08-01T03:24:29,PCI_1,TDD,23,54758113.0,21932966.0,909,24,952,10,14.0,13.0,35,28,18.0,20.1,Normal
2026-08-01T03:24:29,PCI_2,TDD,10,54283513.0,22582907.0,931,16,827,16,14.0,13.0,35,28,17.87,20.14,Normal
2026-08-01T03:24:29,PCI_3,TDD,2,56014803.0,21801300.0,900,18,831,15,14.0,13.0,35,28,18.01,19.57,Normal
2026-08-01T03:24:29,PCI_4,TDD,1,56120363.0,20963345.0,1129,23,737,10,14.0,13.0,35,28,17.44,19.58,Normal
2026-08-01T03:25:29,PCI_1,TDD,10,54921135.0,21966454.0,1183,20,831,10,14.0,13.0,35,28,18.22,19.86,Normal
2026-08-01T03:25:29,PCI_2,TDD,21,52647884.0,21911836.0,1011,15,885,16,14.0,13.0,35,28,18.44,20.15,Normal
2026-08-01T03:25:29,PCI_3,TDD,13,55863919.0,22604074.0,1046,24,859,10,14.0,13.0,35,28,17.73,20.23,Normal
2026-08-01T03:25:29,PCI_4,TDD,20,54656695.0,21275204.0,1030,16,896,17,14.0,13.0,35,28,18.12,20.53,Normal
2026-08-01T03:26:29,PCI_1,TDD,22,57401046.0,21479987.0,970,15,904,14,14.0,13.0,35,28,18.27,19.83,Normal
2026-08-01T03:26:29,PCI_2,TDD,3,54063986.0,21732456.0,998,16,751,17,14.0,13.0,35,28,17.52,20.15,Normal
2026-08-01T03:26:29,PCI_3,TDD,17,53926734.0,21820308.0,1011,24,835,15,14.0,13.0,35,28,18.31,19.95,Normal
2026-08-01T03:26:29,PCI_4,TDD,20,53440254.0,22492700.0,1094,19,719,11,14.0,13.0,35,28,18.05,20.29,Normal
2026-08-01T03:27:29,PCI_1,TDD,9,52857273.0,21561581.0,942,21,911,17,14.0,13.0,35,28,18.31,20.17,Normal
2026-08-01T03:27:29,PCI_2,TDD,21,54697850.0,22198034.0,1015,20,787,11,14.0,13.0,35,28,18.04,19.34,Normal
2026-08-01T03:27:29,PCI_3,TDD,6,54604139.0,21928455.0,1160,22,974,16,14.0,13.0,35,28,17.82,19.85,Normal
2026-08-01T03:27:29,PCI_4,TDD,16,51888637.0,21713648.0,922,23,705,13,14.0,13.0,35,28,17.41,19.45,Normal
2026-08-01T03:28:29,PCI_1,TDD,16,53082787.0,22425740.0,1144,19,840,16,14.0,13.0,35,28,18.14,19.76,Normal
2026-08-01T03:28:29,PCI_2,TDD,21,53560311.0,21444248.0,1074,18,760,16,14.0,13.0,35,28,18.26,19.6,Normal
2026-08-01T03:28:29,PCI_3,TDD,14,55195464.0,21830153.0,1155,16,829,12,14.0,13.0,35,28,18.26,19.79,Normal
2026-08-01T03:28:29,PCI_4,TDD,1,54065892.0,22136996.0,1013,15,723,16,14.0,13.0,35,28,18.54,19.82,Normal
2026-08-01T03:29:29,PCI_1,TDD,3,54342196.0,21570971.0,900,15,700,10,14.0,13.0,35,28,17.67,20.12,Normal
2026-08-01T03:29:29,PCI_2,TDD,3,56257098.0,22424824.0,1169,24,802,16,14.0,13.0,35,28,17.57,19.99,Normal
2026-08-01T03:29:29,PCI_3,TDD,10,54753540.0,21665300.0,975,19,740,14,14.0,13.0,35,28,17.86,19.46,Normal
